customer_id,customer_name,email,region,signup_date
C01475,John Moore,user1475@example.com,Europe,2020-03-03
C01476,John Brown,user1476@example.com,Europe,2022-04-11
C01477,Katie Davis,user1477@example.com,Europe,2021-11-22
C01478,Jane Taylor,user1478@example.com,Asia,2022-12-30
C01479,Alex Wilson,user1479@example.com,South America,2022-10-02
C01480,Jane Davis,user1480@example.com,Europe,2021-08-23
C01481,Katie Wilson,user1481@example.com,Europe,2021-08-07
C01482,Alex Johnson,user1482@example.com,North America,2023-11-26
C01483,Katie Taylor,user1483@example.com,Europe,2023-01-14
C01484,John Miller,user1484@example.com,Australia,2023-11-21
C01485,Emily Davis,user1485@example.com,South America,2022-12-13
C01486,Jane Wilson,user1486@example.com,Asia,2023-02-04
C01487,Chris Johnson,user1487@example.com,Asia,2021-01-29
C01488,John Smith,user1488@example.com,North America,2023-06-30
C01489,Mike Taylor,user1489@example.com,Australia,2023-08-26
C01490,Mike Brown,user1490@example.com,Australia,2020-12-16
C01491,Mike Taylor,user1491@example.com,North America,2021-05-13
C01492,Mike Wilson,user1492@example.com,South America,2022-08-16
C01493,Mike Johnson,user1493@example.com,South America,2021-11-17
C01494,Sophia Davis,user1494@example.com,North America,2023-05-13
C01495,Alex Taylor,user1495@example.com,Australia,2020-01-11
C01496,Jane Smith,user1496@example.com,Australia,2023-03-29
C01497,Chris Smith,user1497@example.com,Australia,2022-10-06
C01498,Katie Miller,user1498@example.com,South America,2021-01-16
C01499,Jane Johnson,user1499@example.com,North America,2020-10-18
C01500,Katie Brown,user1500@example.com,Australia,2022-12-10
C01501,Mike Brown,user1501@example.com,Europe,2021-10-27
C01502,Jane Johnson,user1502@example.com,North America,2023-01-14
C01503,Katie Taylor,user1503@example.com,North America,2023-11-19
C01504,John Moore,user1504@example.com,Australia,2020-10-16
C01505,Alex Moore,user1505@example.com,Australia,2023-11-05
C01506,Alex Smith,user1506@example.com,North America,2022-02-04
C01507,Jane Wilson,user1507@example.com,Australia,2023-02-01
C01508,Emily Davis,user1508@example.com,Asia,2021-11-22
C01509,Mike Miller,user1509@example.com,Europe,2021-07-15
C01510,Chris Miller,user1510@example.com,North America,2021-12-30
C01511,Emily Johnson,user1511@example.com,North America,2021-10-09
C01512,John Moore,user1512@example.com,Europe,2020-08-18
C01513,Sophia Brown,user1513@example.com,Europe,2021-03-09
C01514,John Wilson,user1514@example.com,South America,2023-06-24
C01515,John Moore,user1515@example.com,South America,2020-08-22
C01516,Jane Miller,user1516@example.com,North America,2023-03-25
C01517,Sophia Davis,user1517@example.com,North America,2022-05-11
C01518,Jane Smith,user1518@example.com,Asia,2020-02-19
C01519,Emily Brown,user1519@example.com,Australia,2021-03-15
C01520,Chris Johnson,user1520@example.com,Asia,2021-09-28
C01521,Sophia Johnson,user1521@example.com,Australia,2022-11-29
C01522,Chris Moore,user1522@example.com,Asia,2020-12-04
C01523,Sophia Taylor,user1523@example.com,Australia,2021-04-26
C01524,Chris Johnson,user1524@example.com,North America,2022-05-27
C01525,Mike Brown,user1525@example.com,Asia,2022-10-12
C01526,Katie Moore,user1526@example.com,Europe,2023-01-16
C01527,Katie Brown,user1527@example.com,South America,2023-02-22
C01528,Sophia Smith,user1528@example.com,Europe,2021-02-26
C01529,Chris Taylor,user1529@example.com,Europe,2023-01-26
C01530,Sophia Miller,user1530@example.com,North America,2023-12-25
C01531,Emily Miller,user1531@example.com,North America,2022-09-28
C01532,John Brown,user1532@example.com,Australia,2021-02-04
C01533,Jane Johnson,user1533@example.com,South America,2022-03-22
C01534,Katie Moore,user1534@example.com,North America,2023-02-26
C01535,Emily Smith,user1535@example.com,Asia,2023-07-24
C01536,Mike Moore,user1536@example.com,South America,2021-01-29
C01537,Sophia Davis,user1537@example.com,Europe,2020-10-24
C01538,Sophia Miller,user1538@example.com,Europe,2021-05-07
C01539,Jane Moore,user1539@example.com,North America,2022-12-25
C01540,John Brown,user1540@example.com,Asia,2020-02-04
C01541,Jane Taylor,user1541@example.com,Europe,2020-03-07
C01542,Alex Brown,user1542@example.com,Australia,2021-06-12
C01543,Emily Davis,user1543@example.com,South America,2023-11-24
C01544,Alex Smith,user1544@example.com,North America,2021-04-27
C01545,Mike Johnson,user1545@example.com,South America,2022-04-22
C01546,Mike Davis,user1546@example.com,South America,2021-06-06
C01547,Alex Miller,user1547@example.com,Asia,2022-06-18
C01548,Katie Johnson,user1548@example.com,Asia,2022-01-15
C01549,Jane Moore,user1549@example.com,Asia,2022-11-28
C01550,Mike Wilson,user1550@example.com,Asia,2021-09-29
C01551,Chris Taylor,user1551@example.com,South America,2022-04-26
C01552,John Moore,user1552@example.com,North America,2022-05-12
C01553,Jane Moore,user1553@example.com,Australia,2021-07-14
C01554,Alex Brown,user1554@example.com,Europe,2022-11-25
C01555,Jane Johnson,user1555@example.com,Europe,2022-06-01
C01556,Jane Miller,user1556@example.com,North America,2022-09-09
C01557,Katie Moore,user1557@example.com,South America,2023-12-28
C01558,Chris Moore,user1558@example.com,North America,2021-06-28
C01559,Sophia Taylor,user1559@example.com,Asia,2020-07-20
C01560,John Brown,user1560@example.com,South America,2022-03-15
C01561,Chris Moore,user1561@example.com,North America,2021-04-17
C01562,Alex Moore,user1562@example.com,Australia,2022-10-02
C01563,John Moore,user1563@example.com,Australia,2020-06-29
C01564,Katie Davis,user1564@example.com,Asia,2020-09-23
C01565,John Taylor,user1565@example.com,Europe,2020-03-20
C01566,Chris Wilson,user1566@example.com,Australia,2022-03-30
C01567,John Wilson,user1567@example.com,Asia,2021-04-11
C01568,Chris Miller,user1568@example.com,South America,2020-08-04
C01569,Chris Taylor,user1569@example.com,South America,2022-07-25
C01570,Jane Davis,user1570@example.com,South America,2021-11-12
C01571,Alex Miller,user1571@example.com,South America,2021-12-07
C01572,Sophia Wilson,user1572@example.com,Europe,2020-12-11
C01573,Chris Moore,user1573@example.com,South America,2023-03-23
C01574,Jane Davis,user1574@example.com,Europe,2022-06-24
C01575,Sophia Davis,user1575@example.com,Europe,2022-09-11
C01576,Mike Taylor,user1576@example.com,Asia,2022-03-29
C01577,Katie Smith,user1577@example.com,Australia,2020-03-17
C01578,Alex Johnson,user1578@example.com,South America,2020-09-06
C01579,Chris Moore,user1579@example.com,North America,2021-06-16
C01580,Alex Smith,user1580@example.com,Asia,2022-01-03
C01581,Alex Davis,user1581@example.com,Europe,2022-11-17
C01582,Emily Smith,user1582@example.com,North America,2021-09-10
C01583,Emily Smith,user1583@example.com,Europe,2020-01-10
C01584,Sophia Smith,user1584@example.com,South America,2022-11-16
C01585,Katie Davis,user1585@example.com,North America,2020-07-30
C01586,Chris Wilson,user1586@example.com,Australia,2020-08-15
C01587,Sophia Moore,user1587@example.com,Asia,2021-07-05
C01588,Jane Smith,user1588@example.com,North America,2021-06-02
C01589,Emily Wilson,user1589@example.com,Europe,2020-06-11
C01590,Sophia Taylor,user1590@example.com,Asia,2022-01-27
C01591,Alex Taylor,user1591@example.com,South America,2022-06-18
C01592,Katie Wilson,user1592@example.com,Australia,2020-12-31
C01593,Alex Miller,user1593@example.com,South America,2023-01-19
C01594,Jane Miller,user1594@example.com,North America,2020-08-18
C01595,John Moore,user1595@example.com,Europe,2023-12-18
C01596,John Brown,user1596@example.com,South America,2021-09-30
C01597,Emily Davis,user1597@example.com,Australia,2023-12-27
C01598,Emily Davis,user1598@example.com,South America,2021-03-14
C01599,Chris Moore,user1599@example.com,North America,2023-12-10
C01600,John Smith,user1600@example.com,Asia,2022-02-15
C01601,Sophia Brown,user1601@example.com,North America,2020-05-20
C01602,Alex Smith,user1602@example.com,South America,2020-05-28
C01603,Emily Miller,user1603@example.com,Europe,2022-04-28
C01604,Chris Miller,user1604@example.com,North America,2023-01-08
C01605,Mike Moore,user1605@example.com,South America,2022-02-19
C01606,Katie Taylor,user1606@example.com,South America,2020-08-30
C01607,Chris Davis,user1607@example.com,Europe,2020-07-27
C01608,Sophia Miller,user1608@example.com,South America,2021-09-20
C01609,Mike Johnson,user1609@example.com,North America,2022-03-02
C01610,John Wilson,user1610@example.com,Asia,2020-03-04
C01611,Chris Miller,user1611@example.com,North America,2021-02-10
C01612,Jane Taylor,user1612@example.com,Europe,2022-02-07
C01613,Jane Wilson,user1613@example.com,Australia,2020-06-04
C01614,Chris Wilson,user1614@example.com,North America,2020-07-01
C01615,Chris Miller,user1615@example.com,South America,2022-11-23
C01616,Chris Davis,user1616@example.com,Asia,2023-05-29
C01617,Alex Davis,user1617@example.com,North America,2020-12-06
C01618,John Moore,user1618@example.com,Australia,2022-03-29
C01619,Katie Brown,user1619@example.com,Australia,2020-02-15
C01620,John Taylor,user1620@example.com,Australia,2021-11-12
C01621,Chris Miller,user1621@example.com,North America,2021-11-30
C01622,Mike Moore,user1622@example.com,North America,2021-11-26
C01623,Mike Smith,user1623@example.com,Europe,2023-12-23
C01624,Emily Wilson,user1624@example.com,Australia,2023-07-15
C01625,Emily Taylor,user1625@example.com,North America,2021-07-06
C01626,Katie Miller,user1626@example.com,Australia,2022-02-15
C01627,Alex Brown,user1627@example.com,North America,2021-12-19
C01628,Chris Johnson,user1628@example.com,Europe,2021-06-12
C01629,Sophia Brown,user1629@example.com,North America,2020-12-25
C01630,Chris Brown,user1630@example.com,Europe,2022-03-26
C01631,Katie Johnson,user1631@example.com,North America,2022-10-22
C01632,Emily Wilson,user1632@example.com,Europe,2021-05-20
C01633,Emily Miller,user1633@example.com,Asia,2022-02-16
C01634,Mike Wilson,user1634@example.com,Europe,2022-11-03
C01635,Katie Miller,user1635@example.com,North America,2021-06-07
C01636,Chris Taylor,user1636@example.com,Australia,2021-04-19
C01637,Jane Taylor,user1637@example.com,Asia,2022-10-20
C01638,John Johnson,user1638@example.com,Asia,2022-07-14
C01639,Sophia Davis,user1639@example.com,Europe,2020-07-02
C01640,Jane Moore,user1640@example.com,Europe,2021-06-30
C01641,Chris Moore,user1641@example.com,South America,2020-02-25
C01642,John Brown,user1642@example.com,Asia,2021-02-10
C01643,Alex Davis,user1643@example.com,Australia,2021-08-17
C01644,Katie Moore,user1644@example.com,South America,2023-10-17
C01645,Sophia Brown,user1645@example.com,Australia,2021-07-12
C01646,Katie Brown,user1646@example.com,Asia,2023-07-18
C01647,Jane Taylor,user1647@example.com,Europe,2023-11-05
C01648,Katie Brown,user1648@example.com,North America,2021-10-06
C01649,Katie Smith,user1649@example.com,Australia,2021-07-29
C01650,John Taylor,user1650@example.com,Europe,2021-11-23
C01651,Chris Davis,user1651@example.com,South America,2023-03-06
C01652,Alex Brown,user1652@example.com,North America,2021-12-26
C01653,Sophia Johnson,user1653@example.com,North America,2023-10-13
C01654,Alex Moore,user1654@example.com,Australia,2022-04-20
C01655,Mike Moore,user1655@example.com,Australia,2022-05-18
C01656,Mike Taylor,user1656@example.com,South America,2020-02-28
C01657,Mike Smith,user1657@example.com,North America,2020-01-19
C01658,John Davis,user1658@example.com,Europe,2021-04-17
C01659,Katie Smith,user1659@example.com,South America,2020-01-15
C01660,Katie Davis,user1660@example.com,Asia,2020-06-25
C01661,John Smith,user1661@example.com,South America,2020-07-08
C01662,Emily Davis,user1662@example.com,Asia,2023-05-15
C01663,Katie Miller,user1663@example.com,Asia,2022-04-27
C01664,Alex Johnson,user1664@example.com,Asia,2023-08-10
C01665,Mike Miller,user1665@example.com,Asia,2020-10-08
C01666,Alex Johnson,user1666@example.com,Australia,2020-11-07
C01667,John Miller,user1667@example.com,Europe,2022-10-13
C01668,Chris Taylor,user1668@example.com,North America,2020-11-02
C01669,Katie Moore,user1669@example.com,Asia,2021-03-27
C01670,Alex Wilson,user1670@example.com,Asia,2022-12-06
C01671,Sophia Wilson,user1671@example.com,Australia,2022-02-09
C01672,Emily Brown,user1672@example.com,Australia,2023-04-17
C01673,Mike Smith,user1673@example.com,Asia,2022-08-23
C01674,Emily Davis,user1674@example.com,Asia,2021-06-30
C01675,Alex Davis,user1675@example.com,Asia,2023-11-07
C01676,John Brown,user1676@example.com,Europe,2020-09-14
C01677,Jane Wilson,user1677@example.com,Australia,2023-11-15
C01678,John Moore,user1678@example.com,North America,2020-07-21
C01679,Chris Smith,user1679@example.com,North America,2023-08-27
C01680,John Johnson,user1680@example.com,Australia,2022-06-30
C01681,John Smith,user1681@example.com,North America,2021-03-01
C01682,Jane Moore,user1682@example.com,Australia,2022-03-10
C01683,Sophia Moore,user1683@example.com,North America,2022-12-22
C01684,Jane Miller,user1684@example.com,Australia,2021-04-19
C01685,Sophia Brown,user1685@example.com,Australia,2022-12-31
C01686,Emily Smith,user1686@example.com,South America,2022-01-22
C01687,Chris Moore,user1687@example.com,Asia,2023-09-09
C01688,Jane Miller,user1688@example.com,Asia,2020-04-23
C01689,Alex Moore,user1689@example.com,Australia,2023-04-04
C01690,Jane Johnson,user1690@example.com,Europe,2021-10-27
C01691,Chris Johnson,user1691@example.com,Asia,2023-10-22
C01692,Jane Taylor,user1692@example.com,Asia,2023-07-16
C01693,Emily Davis,user1693@example.com,Asia,2022-07-12
C01694,Chris Davis,user1694@example.com,South America,2020-02-13
C01695,Katie Moore,user1695@example.com,South America,2023-04-14
C01696,Chris Brown,user1696@example.com,Europe,2021-01-31
C01697,John Taylor,user1697@example.com,Europe,2021-06-13
C01698,Emily Taylor,user1698@example.com,Australia,2020-03-01
C01699,Katie Davis,user1699@example.com,Asia,2023-05-23
C01700,John Smith,user1700@example.com,Europe,2023-03-20
C01701,Jane Johnson,user1701@example.com,North America,2020-06-23
C01702,Sophia Brown,user1702@example.com,South America,2022-04-12
C01703,Jane Johnson,user1703@example.com,Australia,2023-10-30
C01704,Jane Miller,user1704@example.com,South America,2022-01-08
C01705,Emily Taylor,user1705@example.com,North America,2020-03-08
C01706,Chris Miller,user1706@example.com,Asia,2023-01-18
C01707,Sophia Smith,user1707@example.com,South America,2020-08-20
C01708,Jane Brown,user1708@example.com,South America,2020-05-22
C01709,John Miller,user1709@example.com,North America,2021-01-22
C01710,Katie Wilson,user1710@example.com,Europe,2022-04-23
C01711,Mike Johnson,user1711@example.com,South America,2023-11-20
C01712,Jane Smith,user1712@example.com,North America,2021-06-15
C01713,John Brown,user1713@example.com,South America,2020-02-09
C01714,Alex Wilson,user1714@example.com,Europe,2021-05-07
C01715,Katie Taylor,user1715@example.com,Asia,2021-07-17
C01716,Chris Johnson,user1716@example.com,Australia,2022-12-16
C01717,Katie Wilson,user1717@example.com,South America,2023-07-10
C01718,Alex Johnson,user1718@example.com,North America,2021-05-30
C01719,Mike Moore,user1719@example.com,South America,2023-02-24
C01720,Sophia Miller,user1720@example.com,North America,2021-07-11
C01721,Mike Taylor,user1721@example.com,Asia,2021-01-21
C01722,Mike Brown,user1722@example.com,South America,2022-08-28
C01723,Jane Brown,user1723@example.com,Europe,2022-08-07
C01724,John Brown,user1724@example.com,South America,2020-03-10
C01725,Jane Moore,user1725@example.com,South America,2020-02-01
C01726,Sophia Taylor,user1726@example.com,North America,2023-11-16
C01727,Alex Moore,user1727@example.com,Europe,2022-05-10
C01728,Katie Smith,user1728@example.com,Europe,2020-12-19
C01729,Alex Taylor,user1729@example.com,Asia,2022-09-24
C01730,Sophia Johnson,user1730@example.com,North America,2023-03-14
C01731,Mike Taylor,user1731@example.com,Asia,2021-11-08
C01732,John Johnson,user1732@example.com,Australia,2023-12-30
C01733,Chris Wilson,user1733@example.com,Asia,2023-09-15
C01734,John Davis,user1734@example.com,North America,2023-03-26
C01735,Katie Johnson,user1735@example.com,North America,2021-11-17
C01736,Mike Davis,user1736@example.com,Asia,2023-12-24
C01737,Sophia Wilson,user1737@example.com,Europe,2020-09-11
C01738,Mike Brown,user1738@example.com,North America,2021-09-16
C01739,John Smith,user1739@example.com,North America,2021-01-06
C01740,Alex Taylor,user1740@example.com,South America,2023-05-01
C01741,Sophia Brown,user1741@example.com,Europe,2021-12-28
C01742,Jane Taylor,user1742@example.com,North America,2021-06-06
C01743,Katie Davis,user1743@example.com,South America,2021-08-06
C01744,Katie Miller,user1744@example.com,South America,2023-06-09
C01745,John Davis,user1745@example.com,North America,2022-03-03
C01746,Mike Moore,user1746@example.com,Asia,2022-05-26
C01747,Emily Johnson,user1747@example.com,South America,2023-03-25
C01748,Sophia Taylor,user1748@example.com,North America,2021-11-05
C01749,Sophia Johnson,user1749@example.com,Asia,2021-08-24
C01750,Sophia Taylor,user1750@example.com,Australia,2020-10-10
C01751,Katie Johnson,user1751@example.com,South America,2020-06-22
C01752,Sophia Smith,user1752@example.com,Australia,2023-11-27
C01753,Jane Moore,user1753@example.com,North America,2022-09-01
C01754,Mike Smith,user1754@example.com,Asia,2023-11-25
C01755,John Johnson,user1755@example.com,Europe,2023-11-30
C01756,Chris Davis,user1756@example.com,Europe,2021-12-25
C01757,Sophia Wilson,user1757@example.com,Asia,2022-06-10
C01758,Katie Smith,user1758@example.com,Asia,2020-09-24
C01759,Emily Taylor,user1759@example.com,North America,2022-08-30
C01760,Katie Taylor,user1760@example.com,Europe,2021-12-03
C01761,Katie Taylor,user1761@example.com,Europe,2020-12-11
C01762,Jane Johnson,user1762@example.com,Australia,2022-10-22
C01763,Emily Smith,user1763@example.com,Asia,2020-01-16
C01764,Katie Wilson,user1764@example.com,Asia,2020-01-25
C01765,Chris Wilson,user1765@example.com,South America,2020-08-17
C01766,Jane Smith,user1766@example.com,Australia,2022-04-29
C01767,Alex Taylor,user1767@example.com,Asia,2020-05-16
C01768,Alex Moore,user1768@example.com,North America,2023-08-20
C01769,Jane Miller,user1769@example.com,South America,2022-07-04
C01770,Emily Davis,user1770@example.com,Asia,2021-02-23
C01771,Jane Moore,user1771@example.com,Asia,2021-07-08
C01772,Emily Taylor,user1772@example.com,Europe,2021-09-18
C01773,Emily Wilson,user1773@example.com,North America,2022-08-02
C01774,Jane Moore,user1774@example.com,Asia,2023-04-02
C01775,John Johnson,user1775@example.com,South America,2023-09-18
C01776,Sophia Taylor,user1776@example.com,Australia,2021-08-05
C01777,Alex Taylor,user1777@example.com,North America,2023-11-28
C01778,John Smith,user1778@example.com,Asia,2021-10-15
C01779,Mike Taylor,user1779@example.com,South America,2023-04-13
C01780,Alex Brown,user1780@example.com,North America,2021-01-12
C01781,Alex Johnson,user1781@example.com,Australia,2021-04-24
C01782,Mike Wilson,user1782@example.com,North America,2021-10-03
C01783,Mike Moore,user1783@example.com,Australia,2023-10-12
C01784,Emily Miller,user1784@example.com,Australia,2020-08-28
C01785,Mike Wilson,user1785@example.com,Australia,2022-04-18
C01786,Chris Taylor,user1786@example.com,South America,2023-12-28
C01787,Alex Brown,user1787@example.com,South America,2021-03-11
C01788,Mike Miller,user1788@example.com,Asia,2023-02-02
C01789,Katie Davis,user1789@example.com,South America,2021-04-11
C01790,Emily Davis,user1790@example.com,Australia,2020-11-28
C01791,Chris Wilson,user1791@example.com,Europe,2022-05-15
C01792,Alex Brown,user1792@example.com,South America,2021-07-24
C01793,Katie Johnson,user1793@example.com,Asia,2022-11-19
C01794,Katie Taylor,user1794@example.com,South America,2023-05-26
C01795,Mike Miller,user1795@example.com,North America,2022-09-23
C01796,Mike Smith,user1796@example.com,Australia,2020-07-05
C01797,Jane Smith,user1797@example.com,Europe,2023-11-07
C01798,Mike Brown,user1798@example.com,Europe,2023-10-31
C01799,John Smith,user1799@example.com,Asia,2020-04-04
C01800,Emily Miller,user1800@example.com,Australia,2020-04-18
C01801,Alex Miller,user1801@example.com,South America,2020-07-04
C01802,Chris Brown,user1802@example.com,Asia,2022-06-30
C01803,John Miller,user1803@example.com,Australia,2020-01-27
C01804,Emily Smith,user1804@example.com,South America,2022-08-10
C01805,Katie Taylor,user1805@example.com,South America,2023-02-13
C01806,Jane Davis,user1806@example.com,Australia,2020-07-30
C01807,Mike Davis,user1807@example.com,North America,2020-09-13
C01808,Chris Smith,user1808@example.com,Asia,2023-10-30
C01809,Mike Moore,user1809@example.com,South America,2023-12-29
C01810,Mike Wilson,user1810@example.com,North America,2023-06-29
C01811,John Smith,user1811@example.com,Europe,2021-08-04
C01812,Chris Davis,user1812@example.com,Europe,2023-07-27
C01813,Sophia Davis,user1813@example.com,South America,2023-09-05
C01814,Katie Davis,user1814@example.com,South America,2021-11-22
C01815,Emily Miller,user1815@example.com,North America,2022-07-07
C01816,Sophia Brown,user1816@example.com,Australia,2022-04-09
C01817,Jane Brown,user1817@example.com,Asia,2020-06-02
C01818,Alex Johnson,user1818@example.com,Europe,2021-05-05
C01819,Mike Smith,user1819@example.com,North America,2020-03-24
C01820,Mike Miller,user1820@example.com,North America,2021-07-08
C01821,Chris Brown,user1821@example.com,Australia,2023-03-05
C01822,Alex Miller,user1822@example.com,Europe,2021-09-09
C01823,John Wilson,user1823@example.com,Europe,2023-02-19
C01824,Sophia Brown,user1824@example.com,North America,2021-07-31
C01825,John Brown,user1825@example.com,Australia,2020-07-03
C01826,Katie Smith,user1826@example.com,Asia,2023-12-02
C01827,Chris Taylor,user1827@example.com,South America,2021-08-13
C01828,Katie Johnson,user1828@example.com,South America,2020-12-21
C01829,Katie Davis,user1829@example.com,Europe,2023-07-05
C01830,Alex Johnson,user1830@example.com,Europe,2023-12-16
C01831,Alex Moore,user1831@example.com,Europe,2023-07-28
C01832,Mike Johnson,user1832@example.com,Europe,2021-05-17
C01833,Katie Davis,user1833@example.com,Australia,2021-10-03
C01834,Emily Wilson,user1834@example.com,South America,2021-12-19
C01835,Katie Wilson,user1835@example.com,Europe,2020-11-02
C01836,Chris Davis,user1836@example.com,Europe,2023-01-14
C01837,Sophia Smith,user1837@example.com,Europe,2021-02-17
C01838,Jane Wilson,user1838@example.com,Australia,2023-08-03
C01839,Sophia Davis,user1839@example.com,South America,2021-03-12
C01840,Emily Smith,user1840@example.com,Asia,2022-09-16
C01841,Katie Moore,user1841@example.com,Asia,2020-12-12
C01842,Jane Moore,user1842@example.com,North America,2023-10-13
C01843,Chris Miller,user1843@example.com,Europe,2022-12-31
C01844,John Wilson,user1844@example.com,Australia,2022-08-24
C01845,Sophia Taylor,user1845@example.com,Europe,2023-12-31
C01846,John Miller,user1846@example.com,Asia,2022-01-05
C01847,Emily Wilson,user1847@example.com,Europe,2022-04-10
C01848,Jane Johnson,user1848@example.com,Europe,2023-09-10
C01849,Alex Smith,user1849@example.com,South America,2022-10-04
C01850,Jane Davis,user1850@example.com,South America,2023-03-21
C01851,Emily Moore,user1851@example.com,South America,2023-02-10
C01852,Jane Davis,user1852@example.com,Australia,2020-09-12
C01853,Mike Johnson,user1853@example.com,Australia,2023-09-12
C01854,Alex Smith,user1854@example.com,Europe,2021-03-02
C01855,Sophia Wilson,user1855@example.com,Asia,2020-04-08
C01856,John Johnson,user1856@example.com,Europe,2020-10-10
C01857,Jane Smith,user1857@example.com,South America,2022-04-29
C01858,Alex Miller,user1858@example.com,South America,2021-10-29
C01859,Jane Davis,user1859@example.com,Europe,2022-02-13
C01860,Chris Moore,user1860@example.com,Australia,2021-07-14
C01861,Mike Taylor,user1861@example.com,Europe,2023-07-29
C01862,Mike Moore,user1862@example.com,Europe,2022-07-23
C01863,Katie Smith,user1863@example.com,Australia,2023-12-27
C01864,Mike Johnson,user1864@example.com,Asia,2022-08-25
C01865,John Johnson,user1865@example.com,Europe,2020-07-15
C01866,John Johnson,user1866@example.com,North America,2020-06-18
C01867,Katie Johnson,user1867@example.com,Europe,2021-11-30
C01868,Chris Miller,user1868@example.com,Europe,2022-11-26
C01869,Jane Miller,user1869@example.com,Europe,2023-02-21
C01870,Sophia Moore,user1870@example.com,North America,2020-09-23
C01871,Mike Smith,user1871@example.com,Australia,2020-05-12
C01872,Sophia Brown,user1872@example.com,North America,2022-12-10
C01873,Emily Brown,user1873@example.com,Asia,2022-08-17
C01874,Mike Miller,user1874@example.com,North America,2020-03-17
C01875,Alex Miller,user1875@example.com,North America,2023-10-14
C01876,Katie Smith,user1876@example.com,South America,2022-12-04
C01877,Alex Johnson,user1877@example.com,Australia,2023-05-02
C01878,John Smith,user1878@example.com,Europe,2021-07-22
C01879,Mike Johnson,user1879@example.com,Europe,2020-05-29
C01880,Chris Davis,user1880@example.com,Europe,2020-01-05
C01881,Katie Davis,user1881@example.com,Australia,2022-09-25
C01882,Mike Brown,user1882@example.com,Asia,2023-03-27
C01883,Alex Brown,user1883@example.com,Asia,2020-09-04
C01884,Emily Miller,user1884@example.com,Europe,2020-08-25
C01885,Emily Johnson,user1885@example.com,Europe,2022-05-03
C01886,Alex Smith,user1886@example.com,Asia,2020-09-01
C01887,Sophia Johnson,user1887@example.com,South America,2020-06-04
C01888,Chris Johnson,user1888@example.com,North America,2021-09-07
C01889,Chris Johnson,user1889@example.com,Australia,2022-04-01
C01890,Emily Taylor,user1890@example.com,Australia,2021-06-11
C01891,Katie Wilson,user1891@example.com,Australia,2021-06-05
C01892,Alex Davis,user1892@example.com,Europe,2022-02-20
C01893,Jane Miller,user1893@example.com,Australia,2023-12-30
C01894,Jane Davis,user1894@example.com,North America,2023-08-23
C01895,Katie Taylor,user1895@example.com,South America,2020-06-16
C01896,Sophia Wilson,user1896@example.com,Asia,2020-07-30
C01897,Chris Brown,user1897@example.com,Asia,2023-04-08
C01898,Katie Wilson,user1898@example.com,North America,2022-10-30
C01899,Mike Brown,user1899@example.com,Asia,2021-05-08
C01900,John Wilson,user1900@example.com,Asia,2020-05-03
C01901,Emily Davis,user1901@example.com,Asia,2023-03-26
C01902,Mike Miller,user1902@example.com,Europe,2022-07-25
C01903,Katie Brown,user1903@example.com,South America,2022-01-13
C01904,Katie Taylor,user1904@example.com,North America,2021-09-13
C01905,Sophia Taylor,user1905@example.com,South America,2020-12-19
C01906,Katie Miller,user1906@example.com,Asia,2021-09-10
C01907,Sophia Johnson,user1907@example.com,South America,2022-09-29
C01908,Alex Johnson,user1908@example.com,Australia,2021-03-11
C01909,Chris Brown,user1909@example.com,Australia,2023-10-05
C01910,Emily Miller,user1910@example.com,Australia,2022-11-23
C01911,Jane Johnson,user1911@example.com,North America,2023-01-24
C01912,John Smith,user1912@example.com,Europe,2023-08-27
C01913,Mike Davis,user1913@example.com,Australia,2021-11-20
C01914,John Miller,user1914@example.com,Europe,2023-12-25
C01915,Sophia Brown,user1915@example.com,North America,2021-01-13
C01916,Katie Moore,user1916@example.com,North America,2021-05-08
C01917,Emily Miller,user1917@example.com,North America,2022-10-14
C01918,Alex Taylor,user1918@example.com,South America,2023-10-02
C01919,Jane Moore,user1919@example.com,Asia,2022-09-15
C01920,Katie Smith,user1920@example.com,Europe,2021-08-21
C01921,Emily Brown,user1921@example.com,Europe,2023-02-19
C01922,Alex Taylor,user1922@example.com,Europe,2023-10-13
C01923,Alex Brown,user1923@example.com,Europe,2022-10-11
C01924,Alex Taylor,user1924@example.com,South America,2022-07-27
C01925,Katie Smith,user1925@example.com,Europe,2020-01-10
C01926,Emily Taylor,user1926@example.com,Europe,2020-04-25
C01927,Emily Johnson,user1927@example.com,South America,2022-08-18
C01928,Chris Wilson,user1928@example.com,South America,2023-02-21
C01929,Emily Smith,user1929@example.com,South America,2023-02-21
C01930,Emily Wilson,user1930@example.com,South America,2020-09-04
C01931,Mike Taylor,user1931@example.com,Europe,2023-07-19
C01932,Sophia Smith,user1932@example.com,Europe,2020-10-28
C01933,John Wilson,user1933@example.com,North America,2021-11-28
C01934,Jane Miller,user1934@example.com,South America,2021-05-11
C01935,Chris Brown,user1935@example.com,Australia,2020-12-19
C01936,Mike Moore,user1936@example.com,North America,2021-11-15
C01937,Katie Johnson,user1937@example.com,South America,2020-07-13
C01938,Chris Moore,user1938@example.com,South America,2020-11-17
C01939,Emily Moore,user1939@example.com,Asia,2020-06-26
C01940,Katie Wilson,user1940@example.com,South America,2023-08-23
C01941,Sophia Taylor,user1941@example.com,North America,2023-02-10
C01942,John Brown,user1942@example.com,South America,2020-03-04
